fecha_publicacion,termino,vistas,text,idioma,polaridad,num_palabras
2023-05-30,lo_bueno_de_ipn,38600,estudiar ingeniería civil,es,1,3
2024-04-16,debate_de,135500,imagen preparar l boeing cappa2 tema bater transparencia gobierno inicai escuchar dependeré distrito veinte ver paso candidata dependeré distrito veinte dependeré distrito veinte solución gobierno gente candidato tiempo agotar dar paso candidata,es,1,32
2023-06-13,#opinion,2200000,oir podría calificar vestimenta 1 10 10 poner 10 quedo azul oir tener novia ay volver conocía mensaje dime ay perdóname dejaría novia conocer querer ay lindo hombre gracias,es,1,29
2023-10-29,crítica_de,39200,paso woody crítico pasar año creador dejar crítica hablo quédatir contar 2022 equivocar popular crítico tiktok zombie hablar video querer crítico woody crítica hacer vídeo crítica gente empezar tirar hate decir crítica tener argumento opinión momento woody crítico cambiar woody opinión nombre cambiar crítica opinión servir gente seguir tirar hate gente medio jonar preguntar pasar comparación zombie edit toy story ir yo querer agradecer apoyo querer muchísimo esperar llegar,es,1,69
2024-05-09,lo_bueno_de_iphone,182200,hug pea,es,1,2
2023-08-11,#opinion,1276,hablar subsidio azul seguramente familiarizado término impuesto rosa ciento imagen servir ejemplo impuesto rosa palabra palabra porcentaje extra cobrar producto enfocado mujer porcentaje cobrar producto enfocado hombre sentido subsidio azul entender subsidio azul recurso económico capital pago bien servicio realizar hombre cuyo beneficiaria mujer salir comer pagaste subsidio azul mandastar boneless boneless subsidio azul llevaste casa subsidio azul hombre encargar proveer gasto lugar subsidio azul pagar renta renta subsidio azul muchísimo cosa problema cuestión subsidio azul dato molestar entrar él tema subsidio azul sentido importante empecer tema mesa particularmente referir investigación económico asegurar subsidio azul sustancial ejemplo dato inegi méxico población económicamente activo dedicar labor hogar estudio impedido razón jubilado etc. etc. realizar actividad trabajar mujer hombre 30 millón mujer conformar población económicamente activo contrario 10 millón hombre sentido 30 millón mujer población económicamente activo ingreso generar gasto sobrevivir subsidio azul probablemente dedicar hogar dedicar estudiar dedicar cosa subsidiar gasto papá hermano novio esposo sentido importante hablar acerca subsidio azul necesitar dato conocer economista investigador economía entrar dato investigar asunto querer colaborar paper háganle llegar tiktok etiquétenlo poder empezar hablar tema dato momento tipo situación empiecir luz academia cuídense chico,es,1,190
2024-04-24,#opinion,8989,jurar jurar tratar evitar contestar pregunta andamos filtro últimamente andamos filtro probablemente vídeo querer cancelar opinar tema tratar resumir él concisa opino parecer chavita talentosa parecer chavita talentosa gracias the warning voltear escena nacional hablar mujer llenar orgullo apoyo 100% encantar idea decir metal género rock metal saber hombre hombre hombre hombre mujer misoginia machismo decir mujer poner alto nombre méxico hate simplemente opinión tratar súper súper objetiva marketing gente pensar marketing contacto decir tener talento ok decir tener talento sentir dinero contacto súper marketing ayudar muchísimo muchísimo decir volver decir él the warning respeto respeto tocar escuchar banda siquiera conocer metal tocar increíble increíble decir él virtuoso músico virtuoso siquiera conocido mexicano poder música tocar dirigido público amplio ende digerible faltar escucharla ejecutar instrumento complejo decir él cosa oportunidad escuchar banda tocar progresivo cosa elaborado reitero the warning hate contrario decir principio cosa agradecer opinión encantar banda tocar entrevistar topar escuchar tener apoyo necesitar merecer tendríar exponente saludo,es,1,159
2024-01-24,lo_bueno_de_ipn,215,hola amigo contar experiencia decidir estudiar ingeniera industrial recomeir elegí ingeneír industrial saber estudiar egresé vocación 7 estudié construcción ver ingeniera arquitecto empezar búsqueda carrera poli ver plan estudio donadora ingeniera industrial ingresar necesita noción física químico matemático metodología investigación punto inglés perfil gresa ingeniero industrial capaz trabajar ámbito área empresa poder trabajar nivel estratégico nivel operativo ingeniero industrial líder innova desarrollar implantar creer velar sustentabilidad productividad producto servicio poder trabajar empresa público empresa privado poder trabajar independiente poder docente consultor directivo poder crear empresa poder desempeñartir recurso humano mercadotecnia producción calidad logística imaginser poder trabajar barbiseir ingeniero industrial péster quierar depender objetivo vida carrera quieras elegir elegir estudiar ingeniería industrial politécnico específicamente pizza recomeir amplio tener echar gana gustar ir echar gana complicado propongar poder lograr suerte esperar ser persona exitoso haga ver próximo,es,1,135
2024-04-01,#opinion,27300,lista prenda poner jamás jamás rodeo acompáñenmir dave comenzar sencillo secreto gustar camiseta normal referir estilo ropa representar él representar usar estar polo normal poner polo gustar usaría momento ver bogotá chaqueta poffer siquiera ver poffer parz aspegoas cuerpo obviamente poffer gustar estilo poffer dimensionado extravagante extraambótico esperar mencionir skinny jinz parz funir usar diseño skinny jinz parecer ver tipo ropa personal ejemplo gustar skinny jinny ribbon qubi soler sentir my wassauce pata chiquitica perfil pantalón tenis regancho ver yo usar tipo jinz gente sentir resaltar cuerpo simplemente ver ah envuelto importante tenis tipo tenis sentir gente utilizar tenis transmitir confianza querer curso trading dejar acá comentario prendar utilizarir perder video recordar importante suscríbanse perra,es,1,115
2024-12-22,lo_malo_de_mexico,88000,pelota área centro único eintiario andín pablo cuarto cuarto ah cosa increíble suceder venir castillo meter centro ultra ultra venir méxico área área pelota área área desesperación favor centro remate pelota venir cuarto méxico preparar villaluz venir villaluz vuelta disparo venir 12 área so él placer venir méxico venir méxico aguantar placer balón área ojo area villaluz venir sexto pase venir sexto venir preco,es,1,64
2024-11-07,lo_bueno_de_ipn,1868,sabía at&t poder estrenar iphone año plan at&t titanio tendrás 40 gb navegar 6 red social minuto sms ilimitado $ 1499 mes plazo 24 mes beneficio plan at&t titanio contrátalo tienda at&t,es,1,32
2023-05-31,#reseña,59300,teor sabash parfum potente aromático ligeramente maduro intenso picante salida común,es,1,11
2024-06-03,#reseña,107500,hueón mes calificar churrasco completo concierto ah creer saciado jiggins 345 churrascir pobre queso cebollo huevo mayo pan raja ingrediente buenísimo sabor oh gemimare carne sabor excelencia mayo perfecto ingrediente seguir hueón luca completo típico paltar mayo impresión hueón recorrer local elegir cagáis rival bienesa yankeewe ah 2500 pesos paltar mejorar hueá raja alemán chukrut buenísimo mayo caserar rico chucha gustar fuente alemán sámber marbella huea local peldaño chucha colación 3500 pesos venir ensalada opción querer casero pleno centro conce 3500 raja lomo faltar queso faltar producto sinceramente compitar malo probar excelencia poder pasar atender lunes sábado 8 18 hora seguro abrir encontrar one piecir hueónooo local pequeñito mesa barra comer local tener mesita sublime hueveo anda contáis probable encontrís comiéndomir jarsito poner mano fuego propuesta conce besito,es,1,128
2025-01-08,lo_malo_de_mexico,55,río escapar volver campo amor amor bandido abeja pico dejar mier luna esconder noche amor amor payaso traer risa dolor wow wow wow,es,1,23
2024-12-30,lo_bueno_de_ipn,8935,resolver pregunta venir examen admisión ipn 2024 seguramente venir 225 trigo traer poder resolver sencillo querer resolver él intentar él ponle paus video dejaste comentario respuesta resolver él empezar zoom alto trigo meter pon muchísimo muchísimo muchísimo atención empezar desarrollar binomio cuadrado binomio restar cuadrado acuérdate fórmula cuadrado cuadrado aplicar cosa acá ok fórmula aplicar binomio cuadrado restar quedar cuadrado cuadrado quedar tangente tangente teta tangente cuadrado quedar tangente cuadrado teta formulita pregunta universidad formulita deber secundaria valer borrar cosa acá quedar fórmula desarrollado acá tangente cuadrado tangente teta tangente cuadrado teta secreto mirar ir él llegar dar tangente tangente borrar tangente borrar mirar tangente tangente tangente tangente borrar magia suceder tangente cuadrado fórmula persona examen admisión sufrir prend exómino cabrón decir serio fórmula tanga papa ver fin educativo seco aprender clásico examen ejemplo despejar tanga tangente cuadrado sumar pasar restar tanga cambiar cantar cuadrado tangente cuadrado cambiar cantar cuadrado cambiar quedar tangente teta cambiar tangente cuadrada positivo cantar cuadrado cantar cuadrado sumar restar faltar poner él falta quedar fíjate poner él orden secante cuadrada poner tangente teta cambié orden ver claramente respuesta c cristiano ronaldo siuuu,es,1,187
2024-11-20,crítica_de,5462,chichis javi wicked ramón musical aguántate 9 aguantar 9 película rap folio gladiador 1 2 poder aguantar musical wicked basado musical broadway 2003 lanzar carrera edina menzel kristen chenoweth musical inspirado libro 1995 universo mago oz obviamente hablar libro 1900 película 1939 wicked año adolescente elfa chica nacer piel verde conocer galinda mujer bello rubio comenzar odiar terminar convertir él mejor amiga historia básicamente origen personaje conocerar mago oz hablar ariana galinda película completamente personaje odioso molesto petulante gracias comedia físico interpretar él espectacular canción poppio highlight película diario voz mostrar vulnerabilidad necesitar entender personaje elfa elencombría llorón baile fiero carismático galán ignacir lairier buck novio actual ariana esposa chisme director john enchoo musical indie heights gustar fluir película parr favorito cameo película respetar musical escena ver hecho computadora falso película película colorido musical fantástico gustar color saturación iluminación perfecto película perfecto dejar querer punto lágrima escena estar llegar año película cortar justo cortar acto musical crítico amar público mandar uyir fenómeno poder perder versión original oh doblado español dana césar cueva química espectacular saber déjamir comentario vas wicked,es,1,179
2025-01-12,lo_malo_de_mexico,7161,vayas méxico mirar video completo explico méxico regreso aeropuerto cobrar exceso equipaje rompope cajita ah colombiano ah rico queso queso queso media doctor simi bomito coca cola fresa wow mirar pistola oh bom quézo quézo oh habanero picante chilado mirar agua boca oh wow simi jajaja oh envidiar amigo envidiar razón cobrar exceso equipaje ver chito acaso,es,1,57
2025-01-21,crítica_de,11600,creer venganza necesitar equilibrio ver conflicto interés quedar guerrés dios hombre hombre quebrar fumi verbal instinto animal,es,1,17
2024-11-28,#opinion,295400,tenés calor sacar sonrí pato cagar olor ay tenés razón ay subir batuto reaburrir ah vuelta arrancar ah frío,es,1,19
2024-05-29,lo_malo_de_iphone,20800,enfrias iphone meter él congelador tener andar calle parte llego poner iphone cargar esperar bajar temperatura cargar decir meter conje minuto minuto meter conje acabar película acabar querer checar sorbrillo conje saco quebrar pantalla estrellar pantalla estrellar tapa atrás red social ofrecer sinfín recomendación solucionar problema servir acabar tragedia caso carlos suceder usuario comenzar compartir tip resolver problema calentar poner piso enfreír funcionar cargar él quito funda poner ventilador frente quedar 80% carga comentario joven reconocer oral dejar él congelador 1 hora 53 minuto importante precaución método poner práctica bajar temperatura celular,es,1,92
2022-07-20,lo_bueno_de_iphone,29500,iphone x celular iphonir xr duda persona cosa iphone x xr característica xr xr poner él balanza salir ganar xr serie razón número 1 super sensador a12 traer iphone xr potente a11 traer xr mencioné video chip a11 quedar corto actualización futuro ios número 2 cámara iphone xr lente sensor acompañado procesamiento imagen chip a12 brindar mejor resultado cámara frontal trasera batería iphone xr batería capacidad chip a12 obviamente eficiente a11 brindar hora pregunta millón,es,1,75
2023-07-23,#opinion,74700,hilda murillo hermano vigno naranjo movimiento naranjo encantar canción momento envuelvido coliseo rumiñal juro mirar diz cuento gente pensar locar rir serio jurar bonito época patrón feo bonito literal borde escenario típica estar concierto diz oir señalar decir tía oir serio ver señalar vivi estar estar decir contacto visual frente lucy dar podría enviver,es,1,54
2022-02-18,crítica_de,2124,correcto aiga venir correcto incorrecto analogía quedar preguntar lingüístico correcto incorrecto preguntar oir correcto incorrecto pantalón mezclilla sonar absurdo preguntar correcto mezclilla caso adecuar inadecuado contexto vas cine adecuar vas boda gala ver él cine smoking sepa absurdo pensar forma correcto vestir él absurdo pensar forma correcto hablar ir escuela enseñar regla escuela hacer uniforme anda vida esperar ver él mandra gente uniformado resumen vestir hab él adecuado inadecuado contexto correcto incorrecto,es,1,72
2021-01-17,#opinion,67,querer miento astec querer miento astec querer miento prepáratir pa vivir anu,es,1,12
2023-12-08,debate_de,227300,argentina diferencia diferencia diga rodríir argentino selección campeón mundo 2022 ser titular selección español campeona mundo 2010 respuesta opio lionel messi hipotético ganar argentino favor cobrar cobrar pómar titular españa 2010 argentina 2023 perfecto elegir casilla divo iker casilla muchísimo diferencia mir pente mir tío ligeramente favorito casilla lateral derecho sergio ramos molina esperar esperar esperar conocido sergio ramos mundial 0 molina 1 pasar sergio ramo mero central cuti kaiser romero piqué gerard cuti buenísimo piqué malo joder quedar jugar goat piqué cristiano united quedar gerard quedar jenny damar cuti damar cuti mirar cuti esperar votar votar creer cobra objetivo levantar mano creer cobra objetivo ok creer cobra termo mierda gordo termito pregunto pibbe foco pelo parecido daddy junkie don omar venir decir yo objetivo poner 10 top 10 ronaldo cristiano andromere dominar balón oro voto seguir push-all otamendi dale cobrar dale push-all otamendi mundi,es,1,145
2022-07-15,lo_bueno_de_ipn,229,título desear explicar proceso titular él ipn tener servicio social deilar video alguien llegar video,es,1,15
2024-12-13,#opinion,105800,sama machete pedacito separar hueso poquito patalear bato ayurar hijo cachazo caer veloz,es,1,13
2025-01-06,#reseña,8809,leer danza cisn escrito claudia ramírez raíz revel sentir yo fan contenido raíc lau seguir año poder hacerte opinión estar poquito sesgado intentar objetivo opinión libro retelling lago cisn país buscar unión reino compromiso respectivo hijo odelia samiel niño saber casar asunto odelia hermano gemelo oliver claramente samiel enamorado odelia oliver premisa libro promesa drama mundo actual toque magia deber libro altibajo historia encantar gustar notorio autora leer inglés español definitivamente historia haber gustar haber leer inglés haber novela gráfico sentir problema principal historia faltar desarrollo relación personaje referir relación sam oliver odelia oliver ocasión querer unido mostrar opinión específico necesitar expresar él gemela problema principal oliver odelia tener creíble spoiler forma gemelo ocultar pasar gemelo tener motivo fuerte ocultar información libro citar razón suficiente razón haber suficiente tratar hermano amigo ge yo él forma forma odelia poder sacar provecho evolución dilema personal interesante haber dedicar página drama duda confusión sentimiento haber quedar arco desarrollo increíble relación sam oliver queja encantar emocionado ship gritke momento lograr sacar fungirl objetivo principal libro lograr sentir elemento poder aprovechar sentir querer dar yo historia simple meter elemento intentar complejo desarrollarlo completamente mezcla extraño terminar cuadrar perdónsir sentido encontrar explicar él spoiler lectura memorable lectura disfruter tiempo pasar libro historial lectura gustar chisme drama toque comedia magia gustar historia,es,1,215
2023-05-09,lo_malo_de_ipn,1022,vocacional número 7 allá años 60 exactamente 1964 ipn año inaugurar plantel número 7 nivel superior escuela instalación completamente pasar año convertir punto encuentro alumno estudiante organizar marcha protesta llevar cabo debate gobierno hacer deshacía joven época núcleo acontecer 2 octubre 1968 viejo plantel durar año impartir clase ubicado justamente unidad habitacional tlatelolco justo pasar desagradable occeso 2 octubre,es,1,59
2024-07-03,lo_malo_de_ipn,709,llevar pinchanio gym acordar hue pedir pagar putanualidad hue empezar cesar miércoles hue empezar miércoles triste triste pierna hue pa hue asuar hue puto miércoles año hue resultado examen hue etés tener etés gente poli hue enfermedad transmisión sexual hue examen título suficiencia resultado hue pasar tenia hacer 5 hue pasar chiste sentar culo hue chile querer entrenar querer chillar hue sentir objeto pata hue imagínate recibir noticia vas pasar hue destruir hue chile depresión hue chile pinches examen hue confiado arrojante mamón hue abajo hue verga valer vergo mamón creces tener recorzar perro año pensar examen poli hue ir salvar decir paso fácil pasar materia hue materia dejar pierd lugar palabra hue huir llevar pinche año gym gracias pasar perra materia hue tristemente,es,1,124
2023-09-14,lo_bueno_de_ipn,67,exclusión tarjeta crédito convenir convenir querer tarjeta crédito comprar pantalla libro ropa celular pagar servicio streaming pago despensa compra tienda departamental mes interés tarjeta crédito ideal persona gustar viajar acudir frecuentemente concierto evento deportivo cultural tarjeta crédito ofrecer beneficio tarjeta banco entra perfil persona tarjeta crédito ideal estar perfil recomeir validser opción conclusión tarjeta crédito prácticamente tarjeta azul disfrazado color ginga único diferencia rasgo compra realiz tarjeta crédito porcentaje instituto politécnico nacional,es,1,72
2022-09-04,lo_bueno_de_ipn,1075,bienvenido ezitie entrada pasillo xs geniarchs químico estudiación gallinero laboratorio equipo cristalización torre absorción torre extracción fortaleza infraestructura equipamiento instalación etiquetar amix estudiar ezitie,es,1,24
2024-12-13,debate_de,140200,hablé ver presidente hablar mandril preferir hablar mandril golpear mujer ejemplo ok eh ehhh ehhh ehhh ehhh ehhh ehhh ehhh ehhh ehhh ehhh ehhh ehhh ehhh ehhh ehhh ehhh ehhh ehhh ehhh,es,1,32
2024-07-14,lo_malo_de_mexico,25600,youtuber italiano visitar peor zona méxico reacción volver viral red social creador contenido conocido sasa italiano compartir recientemente controversial video barrio peligroso mundo paso territorio azteca explorar zona peligroso méxico anteriormente contenido youtuber generar revuelo internet visitar lugar tepito merced stapalapa monterrey tijuán objetivo buscar zona peligroso gente habitar lugar ocasión aventurar compañía seguidor llegar azteca tepec metro salida estación ciudad azteca llegada cuestionar comerciante seguro calle caso miso advertencia lugareño continuar aventura ingresar zona charco salado ciudad coltemoc caber destacar allá inseguridad youtuber sorprender reacción señor preguntar él peligroso barrio comerciante devolver pregunta situación país recalcar italia peligroso méxico,es,1,100
2024-09-29,lo_malo_de_mexico,53100,explorar méxico feo mirer arquetal busquer busquer guadalajara arquetal salir mirar torcido foto foto sigamos buscar arcauna colima puerto bonito bonito foto torcida foto torcida mirer norte monterrey arquetal adentro bonito lina visto vista mirar sur mirar acá tabasco foto cortado cortado uy social sigamos explorar estar oaxaca campo campo bonito bonito ver norte temer lipa salir curioso mirar ciudad méxico salir interesante casa parque iglesia iglesia bonito bonito mirar atrás ciudad méxico centro comercial mirar alo ver campo bonito bonito querer ciudad sinaloa ver ciudad interior país bonito ordenar carretera querer michoacán mirir mirar ciudad carnicería plaza mirar ciudad veracruz minatitlan mira acá mirar totalmente aleatorio caer bonito plantación granja sigamos buscar mirar totalmente aleatorio cerca guadalajara suponer bonito iglesia bonito mirar punto baja californio bonito bonito desierto wow mirar cerca unidos norte norte cerca,es,1,136
2024-08-08,lo_malo_de_ipn,11100,va pagar inscripción llegara quedarte unam ipn seguramente haber escuchar semestre unam costar 20 centavo poder depósito transferencia 20 centavo pagar inscripción acudir banco transferencia electrónico cantidad mínimo poder depositar 100 pesos pagar inscripción depósito transferencia venir costar 100 pesos poder pagar cantidad menor 100 pesos caja encontrarar plantel cantidad mínimo poder pagar peso querer fila quier anticiparte recomeir pago hagar depósito transferencia ipn complicado reglamento pago inscripción donativo escuela pago llegar obligatorio difícil trat apelar reglamento departamento gestión escolar excepción preguntar pagar diferencia unam politécnico escuela asignar cuota cantidad vacer depender escuela poner ejemplo semestre cesit 7 pedir 500 pesos donativo cet 448 diferencia decir anteriormente caso pago llegar obligatorio poder evitar tú problema pagar mitad,es,1,117
2023-04-16,debate_de,27300,estudiar historia perú méxico fundar fegración escúchamir vení vení vení decir informé responder acabar tirar montón dato acabar tirar montón dato ir dejar hablar ir dejar hablar ir dejar hablar ir dejar hablar perfecto perfecto ir dejar hablar ir esperar mandar hablar dejame hablar flaco ir esperar decir mensaje marido dato hermano ir dejar hablar hermano papá ver tiempo estar estar hablar heréis dormido vení hablar google vení hablar google decir terminar,es,1,72
2024-03-29,lo_malo_de_iphone,48200,llamar deber comprar iphone usado pregunta interesante realmente factor hablar considerar importante origen iphone querer vender teléfono comprar falla básicamente ves recibes reacondicionado quierar pregunta ejemplo fecha compra garantía revisar sencillo poder necesidad conexión internet habr configuración toca general información venir observar número modelo letra m teléfono comprar estar lidiar modelo complicado empezar letra f significar teléfono reacondicionado seguro harás pregunta letra n significar modelo comprado originalmente reemplazar completo problema letra p caso grabar petición comprador momento relevante revisar iphone usado ojo querer compartir tip acción tomar comprar iphone usado déjenmar comentario estar leer,es,1,94
2022-10-05,lo_malo_de_iphone,29100,pasar actualizar dispositivo ios versión iphone xr io 16.0.2 esperar actualización,es,1,11
2022-01-07,lo_bueno_de_ipn,2718,dejar continuación canal utilicé estudiar canal burro puma entrar lista reproducción sección encontrar guía tipo materia canal noe asesoriasunam llamar academia libre mayoría vídeo servir especial biología resolver guía momento lista reproducción aparecer guía materia academia internet lista reproducción materia tema,es,1,41
2023-04-27,lo_malo_de_iphone,285900,función escondido cámara iphone mayoría abrir aplicación clip venir pre-instalada iphonir pícalir estrellita abrir filtro seleccionar opción espacio realidad aumentado ayuda lidar sensor cámara escaneo dimensión espacio estés asegúratir escanear pared techo suelo objeto dar él iniciar efecto listo poder jugar filtro querer poder lugar decir normal ver efecto especial parecer luz techo suelo iluminación lugar realidad filtro iphone fijar filtro aplicar escaneastar tener iphonir síguemir perfil vas encontrar truco sacar él provecho,es,1,73
2022-09-16,lo_malo_de_iphone,34000,extraño razón activar él porcentaje batería descargar rápido asustir principio white cargadura,es,1,12
2025-01-02,debate_de,58200,nombre alvaro gómez comente error vida año cuíti tomás robar banco interior país determinación importante vida cambié hablé juez t compañero t compañero ser aguantar t hacer hablé juez pedir protección cambiar nombre lugar uruguay cambiar nombre lugar vivir uruguay subvención coche cambiar vida acá ocurrir formar banda formar banda uruguay robar banco t cambiar nombre departamento brasil lindo casa lindo coche brasil banda brasil banquito t juez juez decir mire robar entregar mando cana departamento camp aires ladrón cárcel libre doctor tipo franco sociedad estar limpio testigo protegido,es,1,89
2022-09-16,lo_bueno_de_ipn,515,opina curso preparación ipn marco profesor curso profesor ipn nivel mejor profesor poder institución país costo accesible parecido cobrar 2500 curso ipn cantidad hora exagerado caso konamat guillotte ejemplo único gustar decir conocimiento causa guía ipn utilizar curso momento parecer desenfocada venir examen real basado tema comipem preguntar postular pregunta examen comipem área matemática excelente decir prepararte comipem resto aires súper super  desenfocado dar 7 10 opinión ponganmir comentario pensar gente tomar curso ipn tomar,es,1,75
2023-11-03,crítica_de,463,hablar pasar crítico tiktok saber crítico tiktok popular año 2022 gente querer crítico tiktok crítico tiktok inicio año 2021 criticar chica poner vídeo chica tutorial empezar video gente video gente respeto gente gente inicio gente querer criticar chica ceír popular crítica ganabas apoyo tiempo criticar cuenta bait ganabos tanto visita moda crítica crítico comenzar decaer ver crítico tiktok argumento fondo personaje repetitivo ejemplo sonic odidar dvader usar gente atedir personaje fondo gente aburrir rato personaje criticar cuenta bait comenzar decaer gente fastidiar crítico personaje fondo 2023 crítico recibir apoyo ganar crítico espandel contenido crítica decayo muyo  comunidad crítica opina,es,1,99
2025-01-09,#reseña,460100,pasar housar of cards ocurrir vaticano hablar conclave muerte papa cardenal mundo reúnir vaticano elegir santo padre cardenal lawrence nombrado cardenal cano encargado votación procedimiento cumplir regla cardenal votar creer deber papo candidato mayoría tercero parte volver votar necesario candidato conseguir voto poder soltar humo blanco vaticano proclamar bemus papa proceso elección cardenal recluido contacto mundo exterior asegurar él voto ver afectado factor externo suponer problema hora encierro cardenal lawrence entero reunión oficial papa morir cardenal básicamente despedir cardenal momento fuerte candidato convertir él papa lawrence investigar asunto encierro pleno proceso elección contar punto partida película película entero abarca muerte papa escena elegir don película elección usar ligero comparativo house of cards historia fe política ranca empezar setear tablero presentar jugador importante cardenal motivo fuerte candidato papa tener relación personal llegar elección cardenal división ideológico cardenal liberal cardenal conservador ejemplo querer reconocer religión querer entrar iglesia regreso época estricto importante acá película decirno candidato división ideológico panfleto favor iglesia liberal candidato elección jugar juego político abiertamente campaña humildad querer deber papo discretamente pedir voto película establecer lenguaje acción personaje movida favor causa interesante cardenal genuinamente creer merecer papa creer verdaderamente iglesia camino permitir manipular mentir omisión general incurrido cosa técnicamente pecar creer noble revisión fascinante funcionar mundo poderoso cardenal iglesia alto papa proceso entregar él tocar tema oculto discreto ejercer sombra cosa ver personaje isabela rossellini monja teoría elección práctica asunto decir película política fe fe abordar cardenal lawrence discurso peligro certeza certeza misterio duda fe fe precisamente mover terreno nebuloso duda certeza eco certeza lawrence perseguir investigación pedo cardenal despedido certeza candidato indiscutiblemente merecer papa venir quedar él puesto alguien saber navegar inevitable humanidad película inesperado giro película controversial suponer pregunta principio merecer papa respuesta responder decir acordar intriga político rico ganar globodoro guión fuerte contendiente oscar categoría pedo fácil gustar house of cards dense clave,es,1,307
2021-09-11,crítica_de,725500,preguntar difícil gustar listo crees hermenéutica telúrico incaico transtroico peripatético anotrético filosofía aristotélico iniquidad fáctico diálogo socrático dogmático hermenéutica interpretación texto pasar decir ándel ándel perfecto hermenéutica telúrico incaico transtroico peripatético anotrético filosofía aristotélico iniquidad fáctico diálogo socrático dogmático decir concuerdo diego decir entender muchivo,es,1,45
2024-03-26,lo_malo_de_iphone,87800,elén preguntar hola normal iphonir 15 pro max mes pasar 100% 99% batería cosa considerar aparte recomeir encarciamente vivo obsesionado elén decir persona comar destruir batería decir pasar constantemente mirar salud batería recomeir teléfono dej descargar 0% batería forma evitar cargar 100% recomendación súper importante tener iphone teléfono pasar utilizar carga inalámbrico forma controlado garantizar carga inalámbrico enemigo 100% salud batería teléfono utilizar carga inalámbrico modelación,es,1,66
2025-01-08,crítica_de,22700,español idioma país emergente país modesto pobre migrante decir jaco díaz director emilia pérez español lengu país emergente lengu país modesto pobre migrante leer comentario hermano mexicano impresión emilia pérez perspectiva ver entrevista jaco díaz película compartir él distinto punto vista video cita etc. contexto empezar jaco díaz leer novela llamar ecute escucha boris razon párrafo capítulo 6 7 leer historia brevemente narco mexicano llamado flaco contactar abogado realizar él transición cambio sexo director maravillado idea llamar diacidente amigo vas seguir desarrollar historia decidir película emilio pérez queja repetir emilia pérez personaje parecer carecer personalidad acartonar caricatura director entrevista director mexicano guillermo toro personaje propósito arquétipo psicología sentimiento movimiento personaje arquétipo operario psicología sentimiento movimiento allá personaje actriz actuación crítica poder encontrar película caricaturizar méxico prolemática narcotráfico desaparecido consecuencia circular entrevista preguntar jacodí ag oir estudiastir méxico película realmente idea preconcebido cabeza suficiente pregunta seguir director entrevista jacodí ag 40 año joven vacación película ciudad méxico scouting locación casting actriz tiempo cosa méxico 3 equipo buscar decor hacer castigo decidir filmar méxico estudio parís calle méxico pegado suelo pegado realidad mexicano forma imagen idea claramente cabeza distinto realidad idea corresponder realidad calle méxico corresponder realidad interior méxico buscar herramienta estilización normal buscar ópera comprar sesión méxico volví decor natural quedar colado sol imagen cabeza aplicar calle méxico aplicar interior ver méxico necesidad equipamiento estilización importante normal idea departamento contexto conversación director mexicano guillermo toro repetir entrevista fascinar emilia pérez frase veraz realista meullo polémica suscitar película público buscar tema sensible realmente importante afectar tanto persona visión ver méxico emilia pérez visión ópera jacodiaga cabeza director intentar vender yo realidad méxico agarra elemento fuerte incrustado cultura mexicano punto toro director mexicano tono película existir tono musical existir película existir realidad cinematográfico entrar terreno arte cine realmente cosa existir crítica emilia pérez canción malísima impulsado personaje sonar diálogo sonar canción querer encontrar información tema particular encontrar entrevista vinny odiag literalmente diálogo escribir canción diálogo musicalizar odiag español trabajar forma sonoro forma contratar actriz español grave podcast venir guión película incluir canción visión sonoro totalidad producto podcast encontrar actriz español lisé didascali diálogo maquet camille visión sonoro totalidad frente director gustar grabar película idioma entrevista gustar película lengua entender ruido pendiente musicalidad ayudar plantear yo puesta escena orgánico fluido biológico ruido idioma francés acabar mecanizar él temer perder yo sentido expresión separado prestar atención conjunto frente persona trabajar importar él significado cosa sonar cosa permitir forma global holístico totalmente debatable película idioma ejemplo amphoffet árabe deepar idioma tamil the sisters brother inglés idioma dominar decir excusar jacodiar decir tener director particular sentido idioma personalmente ver película contexto cadótico festival kant ver película ver gustar gustar musical llamar atención parecer distinto momento realmente pensar tener tiempo pensar significar sentido sentir frente típico francés típico hombre europa ver ojo exotismo latinoamérica visión sepia méxico latinoamérica personalmente opinión opinión perú dejar comentario ah tenía peruano opinión personal jacodiar fantasía cabeza idea gana encontrar cabeza imaginación escenario perfecto méxico méxico realidad méxico ópera pasar querer mundo imaginario mundo completamente alterado realidad haber realmente perjudicar tanto persona gente gustar suerte película mexicano año festival vi emilia pérez justamente desaparecido narcotráfico llamar civil recomeir noche fuego película mexicano favorito llamar camarista lila vil directora totem joya película vídeo intentar simple decir crítica común película respuesta literalmente director idea ayudete compartir opinión elegir tema equivocado forma equivocado quedar motivación retratar realidad cabo idea cabeza ópera recomendación mirar película emitir comentario leo comentario,es,1,572
2023-07-12,lo_malo_de_ipn,277600,roncar bocina iphonir explico arreglar él bocinas roncar guardar video seguramente vas ocupar motivo principalmente polvo agua agarrar cepillo cepillo viejito absolutamente cuidado limpiar bocina abajo asegurar él cerda entrar completamente parlante círculo agujero tener agua poder ayudarte aplicación producir sonido alto frecuencia expulsar utilizar aplicación utilizar anteriormente simplemente dar generar sonido fuerte molesto par minuto sacar agua querer tecnología,es,1,60
